customer_id,customer_name,books
147,Megan Lynch,"[{""book_id"":""5cb20b08-a9f3-4439-ad35-a8524d06b826"",""author_name"":""Terrance Bogisich"",""book_name"":""woot superb kindheartedly"",""lend_date"":""2023-07-09"",""days_to_return"":26},{""book_id"":""38c3bcc2-c6e9-4d3b-809c-3e20849e7d44"",""author_name"":""William Koss"",""book_name"":""meaningfully for woot"",""lend_date"":""2023-02-18"",""days_to_return"":16},{""book_id"":""77d284a6-189a-4ff7-b606-3bdf24b16852"",""author_name"":""Mabel D'Amore DDS"",""book_name"":""ack joshingly lively"",""lend_date"":""2023-06-17"",""days_to_return"":17},{""book_id"":""7b19b1b9-fb61-4894-a1a4-58e8583ff52e"",""author_name"":""Robin Aufderhar"",""book_name"":""apportion amidst blah"",""lend_date"":""2024-01-23"",""days_to_return"":6},{""book_id"":""c3b273e6-4300-4228-a3a4-20ea5bfda542"",""author_name"":""Rene Waters"",""book_name"":""vice criminal past"",""lend_date"":""2023-08-08"",""days_to_return"":1}]"
148,Doreen Schinner,"[{""book_id"":""9a88d854-8f9a-4e39-bf82-d9b5e14178e7"",""author_name"":""Marta Terry"",""book_name"":""smoggy lest as"",""lend_date"":""2023-03-18"",""days_to_return"":27},{""book_id"":""c0f32e4b-87b3-446f-9060-95eb4aa1873c"",""author_name"":""Mitchell Strosin"",""book_name"":""camel glower sunlamp"",""lend_date"":""2023-09-06"",""days_to_return"":8}]"
149,Jan Bayer,"[]"
150,Marsha Welch,"[{""book_id"":""d4e09a49-3525-4d80-a65b-811a2e5a97c9"",""author_name"":""Blanche Waelchi"",""book_name"":""lightly girlfriend malnutrition"",""lend_date"":""2023-06-10"",""days_to_return"":4},{""book_id"":""79ca8b31-875f-4d3f-afae-ad51b4ad58e1"",""author_name"":""Robin Aufderhar"",""book_name"":""letter or mmm"",""lend_date"":""2023-05-13"",""days_to_return"":16},{""book_id"":""79ca8b31-875f-4d3f-afae-ad51b4ad58e1"",""author_name"":""Robin Aufderhar"",""book_name"":""letter or mmm"",""lend_date"":""2023-12-20"",""days_to_return"":16}]"
151,Dr. Elaine Kessler,"[]"
152,Shelia Schumm,"[]"
153,Gwen Ward,"[{""book_id"":""db76fd9b-0f5a-4e31-89a4-288a0f5dc763"",""author_name"":""Fernando Streich"",""book_name"":""what resect unto"",""lend_date"":""2023-11-03"",""days_to_return"":4},{""book_id"":""04501887-b3ca-4103-8c4d-0f5aa0385720"",""author_name"":""Fernando Streich"",""book_name"":""so coolly hm"",""lend_date"":""2023-06-20"",""days_to_return"":5},{""book_id"":""84ce9fa3-96ba-4cc3-82be-76063010f2c5"",""author_name"":""Rachel Johns"",""book_name"":""meh decimalise under"",""lend_date"":""2023-02-03"",""days_to_return"":17},{""book_id"":""9eb414dd-8599-43a8-941d-64be8d7a2552"",""author_name"":""Robin Aufderhar"",""book_name"":""consequently across obedient"",""lend_date"":""2023-02-22"",""days_to_return"":8}]"
154,Jamie Emmerich,"[]"
155,Cecilia Lebsack,"[{""book_id"":""9a88d854-8f9a-4e39-bf82-d9b5e14178e7"",""author_name"":""Marta Terry"",""book_name"":""smoggy lest as"",""lend_date"":""2023-08-13"",""days_to_return"":16},{""book_id"":""5727ff01-23af-460b-8edb-73f42b97dc58"",""author_name"":""Robyn Bayer-Gleason"",""book_name"":""yuck gladden midst"",""lend_date"":""2023-07-21"",""days_to_return"":21},{""book_id"":""983ab5b5-5d0d-425c-ab09-e31297369cc7"",""author_name"":""Robin Aufderhar"",""book_name"":""gadzooks unfortunate sweat"",""lend_date"":""2023-02-27"",""days_to_return"":17},{""book_id"":""2ff6d072-9cc7-4c0b-8108-dc4e8b52e7be"",""author_name"":""Jenna Gerlach"",""book_name"":""gift amongst decent"",""lend_date"":""2023-07-15"",""days_to_return"":24},{""book_id"":""07db4fb0-8a2b-4606-a525-b764aec51300"",""author_name"":""Maureen White"",""book_name"":""but quarrelsomely swank"",""lend_date"":""2023-07-26"",""days_to_return"":27}]"
156,Alberto Schinner-Koepp,"[{""book_id"":""0b656d04-5e06-4c11-bf1c-a4f90e54030b"",""author_name"":""Robyn Bayer-Gleason"",""book_name"":""likewise defoliate alarmed"",""lend_date"":""2023-11-24"",""days_to_return"":13},{""book_id"":""9c480ab4-4dc7-455e-9284-af60a3906c5f"",""author_name"":""Yvette Koelpin-Stanton DDS"",""book_name"":""psst huzzah meh"",""lend_date"":""2023-08-31"",""days_to_return"":11}]"
157,Jackie Beatty,"[]"
158,Abraham Trantow V,"[{""book_id"":""52302f52-9643-439a-aac2-d6b438a07e54"",""author_name"":""Rachel Johns"",""book_name"":""boohoo commonly mechanically"",""lend_date"":""2023-04-28"",""days_to_return"":29}]"
159,Jan Hodkiewicz,"[{""book_id"":""fdf44ee9-ac4f-48d6-b175-c0e5ec97e3d2"",""author_name"":""Miss Olive Conn"",""book_name"":""revascularisation peddle upwardly"",""lend_date"":""2023-08-26"",""days_to_return"":19},{""book_id"":""84ce9fa3-96ba-4cc3-82be-76063010f2c5"",""author_name"":""Rachel Johns"",""book_name"":""meh decimalise under"",""lend_date"":""2023-06-14"",""days_to_return"":10},{""book_id"":""04501887-b3ca-4103-8c4d-0f5aa0385720"",""author_name"":""Fernando Streich"",""book_name"":""so coolly hm"",""lend_date"":""2023-09-12"",""days_to_return"":2}]"
160,Kurt Braun,"[{""book_id"":""651d6fe5-0c98-47b3-8a69-6ce7da346fe0"",""author_name"":""Marion Stark"",""book_name"":""aluminum concerning gadzooks"",""lend_date"":""2023-04-08"",""days_to_return"":8}]"
161,Henrietta Hettinger-Rowe,"[{""book_id"":""91bbd506-f3a2-468e-8297-f0c3cb765c57"",""author_name"":""Mabel D'Amore DDS"",""book_name"":""arrangement enlightened yowza"",""lend_date"":""2023-11-07"",""days_to_return"":17},{""book_id"":""0b656d04-5e06-4c11-bf1c-a4f90e54030b"",""author_name"":""Robyn Bayer-Gleason"",""book_name"":""likewise defoliate alarmed"",""lend_date"":""2023-11-10"",""days_to_return"":1}]"
162,Arnold Kris,"[{""book_id"":""037fcb48-a696-47f5-bee4-b969231343a0"",""author_name"":""Rene Waters"",""book_name"":""yowza ah artistic"",""lend_date"":""2023-12-23"",""days_to_return"":20},{""book_id"":""ee219d5a-390c-4d16-95c3-b67020fcaac0"",""author_name"":""Josh Cruickshank"",""book_name"":""buoyant elope safely"",""lend_date"":""2023-11-27"",""days_to_return"":11},{""book_id"":""651d6fe5-0c98-47b3-8a69-6ce7da346fe0"",""author_name"":""Marion Stark"",""book_name"":""aluminum concerning gadzooks"",""lend_date"":""2023-04-07"",""days_to_return"":20}]"
163,Dr. Ben Sauer MD,"[{""book_id"":""9eb414dd-8599-43a8-941d-64be8d7a2552"",""author_name"":""Robin Aufderhar"",""book_name"":""consequently across obedient"",""lend_date"":""2023-08-26"",""days_to_return"":26},{""book_id"":""38c3bcc2-c6e9-4d3b-809c-3e20849e7d44"",""author_name"":""William Koss"",""book_name"":""meaningfully for woot"",""lend_date"":""2023-04-06"",""days_to_return"":2},{""book_id"":""0b656d04-5e06-4c11-bf1c-a4f90e54030b"",""author_name"":""Robyn Bayer-Gleason"",""book_name"":""likewise defoliate alarmed"",""lend_date"":""2023-06-11"",""days_to_return"":14},{""book_id"":""a0b681b6-6447-4aa8-8c3b-bf3d5d260167"",""author_name"":""Cody Gutkowski"",""book_name"":""questionably really however"",""lend_date"":""2023-09-25"",""days_to_return"":25}]"
164,Miriam Hamill,"[{""book_id"":""651d6fe5-0c98-47b3-8a69-6ce7da346fe0"",""author_name"":""Marion Stark"",""book_name"":""aluminum concerning gadzooks"",""lend_date"":""2023-03-15"",""days_to_return"":15},{""book_id"":""84ce9fa3-96ba-4cc3-82be-76063010f2c5"",""author_name"":""Rachel Johns"",""book_name"":""meh decimalise under"",""lend_date"":""2023-09-27"",""days_to_return"":15},{""book_id"":""84ce9fa3-96ba-4cc3-82be-76063010f2c5"",""author_name"":""Rachel Johns"",""book_name"":""meh decimalise under"",""lend_date"":""2023-10-13"",""days_to_return"":3},{""book_id"":""2ae90a35-1862-4a7f-9a16-a2d9c910b674"",""author_name"":""Erin Cole"",""book_name"":""pursue warmly circa"",""lend_date"":""2023-12-04"",""days_to_return"":17}]"
165,Gabriel Harber,"[{""book_id"":""a698c7ff-77a8-41d1-919e-36d14c61a1b8"",""author_name"":""Robin Aufderhar"",""book_name"":""gladly to cable"",""lend_date"":""2023-12-22"",""days_to_return"":16}]"
166,Cory Hickle,"[]"
167,April Conroy,"[{""book_id"":""8e63a166-dc3e-43d8-9235-520430c85c52"",""author_name"":""Fernando Streich"",""book_name"":""likewise wherever favorite"",""lend_date"":""2023-10-20"",""days_to_return"":28},{""book_id"":""48ec4968-8ac3-4609-8a9a-f2dc29846743"",""author_name"":""Mr. Virgil Rohan IV"",""book_name"":""phew diagnosis mukluk"",""lend_date"":""2024-01-17"",""days_to_return"":7},{""book_id"":""e11aa8b0-6956-4fa0-937e-f7bbf9aa5a2f"",""author_name"":""Mitchell Strosin"",""book_name"":""indeed unlike loosely"",""lend_date"":""2024-01-27"",""days_to_return"":13},{""book_id"":""07db4fb0-8a2b-4606-a525-b764aec51300"",""author_name"":""Maureen White"",""book_name"":""but quarrelsomely swank"",""lend_date"":""2023-05-02"",""days_to_return"":9}]"
168,Tasha Franey,"[]"
169,Ms. Claudia Lynch,"[{""book_id"":""4040e88b-28a5-429e-bce3-fd83368d8369"",""author_name"":""Terrell Harvey"",""book_name"":""whereas biscuit trundle"",""lend_date"":""2023-02-19"",""days_to_return"":12},{""book_id"":""e66a3bc4-b82a-47d7-97d3-4c4df9a3354c"",""author_name"":""Joyce Russel"",""book_name"":""manufacture apropos equally"",""lend_date"":""2023-02-03"",""days_to_return"":24},{""book_id"":""5cf94f42-27c5-4009-b98b-b9b04e6ad21c"",""author_name"":""Terence Littel"",""book_name"":""er yippee alarmed"",""lend_date"":""2024-01-03"",""days_to_return"":10},{""book_id"":""9884703b-ceae-4d4a-be6f-675ee331a54b"",""author_name"":""Randy Macejkovic"",""book_name"":""commingle hmph altar"",""lend_date"":""2023-08-12"",""days_to_return"":28},{""book_id"":""9c480ab4-4dc7-455e-9284-af60a3906c5f"",""author_name"":""Yvette Koelpin-Stanton DDS"",""book_name"":""psst huzzah meh"",""lend_date"":""2023-07-23"",""days_to_return"":22}]"
170,Caroline Bailey,"[{""book_id"":""04501887-b3ca-4103-8c4d-0f5aa0385720"",""author_name"":""Fernando Streich"",""book_name"":""so coolly hm"",""lend_date"":""2023-07-11"",""days_to_return"":9},{""book_id"":""ee861cc7-c27c-414d-bd74-1704b22f7d52"",""author_name"":""Blanche Waelchi"",""book_name"":""gracefully anchored phooey"",""lend_date"":""2024-01-08"",""days_to_return"":22}]"
171,Peter Graham,"[{""book_id"":""7f96eefc-2239-4e2f-a77f-1b0ead289534"",""author_name"":""Tammy Pagac"",""book_name"":""stumble throughout roughly"",""lend_date"":""2023-10-26"",""days_to_return"":9},{""book_id"":""84ce9fa3-96ba-4cc3-82be-76063010f2c5"",""author_name"":""Rachel Johns"",""book_name"":""meh decimalise under"",""lend_date"":""2023-07-10"",""days_to_return"":22},{""book_id"":""3897db51-52b4-4b5c-81e6-16f94e5a816e"",""author_name"":""Erin Cole"",""book_name"":""ew exist hidden"",""lend_date"":""2023-06-24"",""days_to_return"":4},{""book_id"":""79ca8b31-875f-4d3f-afae-ad51b4ad58e1"",""author_name"":""Robin Aufderhar"",""book_name"":""letter or mmm"",""lend_date"":""2023-08-04"",""days_to_return"":27},{""book_id"":""ed691d4a-247a-43ed-973a-7156a555cee9"",""author_name"":""Orville Stiedemann"",""book_name"":""bah subtend deface"",""lend_date"":""2023-07-01"",""days_to_return"":13}]"
172,Pat Feest,"[{""book_id"":""38c3bcc2-c6e9-4d3b-809c-3e20849e7d44"",""author_name"":""William Koss"",""book_name"":""meaningfully for woot"",""lend_date"":""2023-04-10"",""days_to_return"":11},{""book_id"":""e3cc270d-bf87-4c0e-836c-0ad79c23c3aa"",""author_name"":""Jenna Gerlach"",""book_name"":""interwork irritably hmph"",""lend_date"":""2023-09-12"",""days_to_return"":27},{""book_id"":""4040e88b-28a5-429e-bce3-fd83368d8369"",""author_name"":""Terrell Harvey"",""book_name"":""whereas biscuit trundle"",""lend_date"":""2023-03-05"",""days_to_return"":21},{""book_id"":""8e63a166-dc3e-43d8-9235-520430c85c52"",""author_name"":""Fernando Streich"",""book_name"":""likewise wherever favorite"",""lend_date"":""2023-09-25"",""days_to_return"":29},{""book_id"":""826bee51-a646-4b56-a6f0-157a099ca32f"",""author_name"":""Miss Ann Sporer"",""book_name"":""pave where phew"",""lend_date"":""2023-05-17"",""days_to_return"":14}]"
173,Johnathan Turcotte II,"[{""book_id"":""43a20995-c396-48ca-bf37-4eb94aad7582"",""author_name"":""Joyce Russel"",""book_name"":""exhibit oh broadly"",""lend_date"":""2023-11-13"",""days_to_return"":13},{""book_id"":""e666261a-62ba-430d-80e9-9cec5b426b46"",""author_name"":""Randy Macejkovic"",""book_name"":""while exactly recuperate"",""lend_date"":""2023-04-05"",""days_to_return"":18},{""book_id"":""14a6908f-b213-40b0-8cfb-bd4b8933cf0d"",""author_name"":""Miss Olive Conn"",""book_name"":""spree clean duh"",""lend_date"":""2023-12-31"",""days_to_return"":3}]"
174,Clifford Erdman II,"[]"
175,Lela Rolfson-Pacocha,"[{""book_id"":""3cf91d5d-26b2-4349-be80-bf6c5304d41d"",""author_name"":""Randy Macejkovic"",""book_name"":""afterwards for a"",""lend_date"":""2023-07-06"",""days_to_return"":12}]"
176,Edmund Schimmel,"[{""book_id"":""ec16e9c3-d2ed-4494-bf3c-3213138c503d"",""author_name"":""Fernando Streich"",""book_name"":""conscript descry even"",""lend_date"":""2023-06-29"",""days_to_return"":18},{""book_id"":""3897db51-52b4-4b5c-81e6-16f94e5a816e"",""author_name"":""Erin Cole"",""book_name"":""ew exist hidden"",""lend_date"":""2023-09-14"",""days_to_return"":2},{""book_id"":""fdf44ee9-ac4f-48d6-b175-c0e5ec97e3d2"",""author_name"":""Miss Olive Conn"",""book_name"":""revascularisation peddle upwardly"",""lend_date"":""2024-01-24"",""days_to_return"":14}]"
177,Danny Hills IV,"[{""book_id"":""1a7ad42f-28b3-4a9a-aa52-ee99f1fd498e"",""author_name"":""Randy Macejkovic"",""book_name"":""fooey geez tiger"",""lend_date"":""2023-09-06"",""days_to_return"":23}]"
178,Ellis Stiedemann,"[]"
179,Miss Theresa Padberg,"[{""book_id"":""b2883074-8b3c-46f6-bc2d-93aad23050c8"",""author_name"":""Joyce Russel"",""book_name"":""gah laborer superintend"",""lend_date"":""2024-01-29"",""days_to_return"":10},{""book_id"":""48ec4968-8ac3-4609-8a9a-f2dc29846743"",""author_name"":""Mr. Virgil Rohan IV"",""book_name"":""phew diagnosis mukluk"",""lend_date"":""2023-10-25"",""days_to_return"":21}]"
180,Justin Runte-Jones,"[]"
181,Ms. Joy Thiel,"[{""book_id"":""f772c30f-a12d-4ddb-a434-8bd009f60750"",""author_name"":""Eduardo White"",""book_name"":""crunch finally frenetically"",""lend_date"":""2024-01-26"",""days_to_return"":1},{""book_id"":""d83cf7de-6a4c-4e4d-9a0b-7ffa7f870b5a"",""author_name"":""Bridget Kiehn"",""book_name"":""ew lest evil"",""lend_date"":""2023-02-13"",""days_to_return"":5},{""book_id"":""ee219d5a-390c-4d16-95c3-b67020fcaac0"",""author_name"":""Josh Cruickshank"",""book_name"":""buoyant elope safely"",""lend_date"":""2023-12-13"",""days_to_return"":10},{""book_id"":""2ae90a35-1862-4a7f-9a16-a2d9c910b674"",""author_name"":""Erin Cole"",""book_name"":""pursue warmly circa"",""lend_date"":""2024-01-10"",""days_to_return"":22},{""book_id"":""79ca8b31-875f-4d3f-afae-ad51b4ad58e1"",""author_name"":""Robin Aufderhar"",""book_name"":""letter or mmm"",""lend_date"":""2023-11-22"",""days_to_return"":27}]"
182,Daisy Prohaska II,"[{""book_id"":""ec16e9c3-d2ed-4494-bf3c-3213138c503d"",""author_name"":""Fernando Streich"",""book_name"":""conscript descry even"",""lend_date"":""2023-07-13"",""days_to_return"":17},{""book_id"":""3cf91d5d-26b2-4349-be80-bf6c5304d41d"",""author_name"":""Randy Macejkovic"",""book_name"":""afterwards for a"",""lend_date"":""2023-08-28"",""days_to_return"":28}]"
183,Stanley Lueilwitz,"[{""book_id"":""e87246ca-9449-47f5-b639-478173ca27dd"",""author_name"":""Rene Waters"",""book_name"":""grasp majestically clamp"",""lend_date"":""2023-07-18"",""days_to_return"":5},{""book_id"":""2ae90a35-1862-4a7f-9a16-a2d9c910b674"",""author_name"":""Erin Cole"",""book_name"":""pursue warmly circa"",""lend_date"":""2023-02-07"",""days_to_return"":10}]"
184,Patsy Greenholt,"[{""book_id"":""7f96eefc-2239-4e2f-a77f-1b0ead289534"",""author_name"":""Tammy Pagac"",""book_name"":""stumble throughout roughly"",""lend_date"":""2023-08-15"",""days_to_return"":19},{""book_id"":""3cf91d5d-26b2-4349-be80-bf6c5304d41d"",""author_name"":""Randy Macejkovic"",""book_name"":""afterwards for a"",""lend_date"":""2023-12-17"",""days_to_return"":14},{""book_id"":""0b656d04-5e06-4c11-bf1c-a4f90e54030b"",""author_name"":""Robyn Bayer-Gleason"",""book_name"":""likewise defoliate alarmed"",""lend_date"":""2023-12-13"",""days_to_return"":11},{""book_id"":""3cf91d5d-26b2-4349-be80-bf6c5304d41d"",""author_name"":""Randy Macejkovic"",""book_name"":""afterwards for a"",""lend_date"":""2024-01-09"",""days_to_return"":17}]"
185,Dr. Melinda Stokes,"[]"
186,Orlando Koch,"[]"
187,Amanda Rosenbaum,"[]"
188,Ms. Hope Ruecker,"[]"
189,Natasha Goldner,"[{""book_id"":""d4e09a49-3525-4d80-a65b-811a2e5a97c9"",""author_name"":""Blanche Waelchi"",""book_name"":""lightly girlfriend malnutrition"",""lend_date"":""2023-10-02"",""days_to_return"":9}]"
190,Carmen McClure,"[{""book_id"":""43a20995-c396-48ca-bf37-4eb94aad7582"",""author_name"":""Joyce Russel"",""book_name"":""exhibit oh broadly"",""lend_date"":""2023-07-04"",""days_to_return"":7},{""book_id"":""43a20995-c396-48ca-bf37-4eb94aad7582"",""author_name"":""Joyce Russel"",""book_name"":""exhibit oh broadly"",""lend_date"":""2023-11-14"",""days_to_return"":24},{""book_id"":""c99e4b02-57ee-4534-a370-8a75144f4ed1"",""author_name"":""Dr. Kristi Morissette"",""book_name"":""whether except eventuate"",""lend_date"":""2023-03-07"",""days_to_return"":24},{""book_id"":""f772c30f-a12d-4ddb-a434-8bd009f60750"",""author_name"":""Eduardo White"",""book_name"":""crunch finally frenetically"",""lend_date"":""2023-02-01"",""days_to_return"":17}]"
191,Miss Mindy Harvey,"[{""book_id"":""ec16e9c3-d2ed-4494-bf3c-3213138c503d"",""author_name"":""Fernando Streich"",""book_name"":""conscript descry even"",""lend_date"":""2023-03-27"",""days_to_return"":20}]"
192,Guy Ondricka,"[{""book_id"":""ae908ece-d74e-40f5-89a3-a871bbd92938"",""author_name"":""Orville Stiedemann"",""book_name"":""failing mmm glamorous"",""lend_date"":""2023-05-04"",""days_to_return"":20},{""book_id"":""ee861cc7-c27c-414d-bd74-1704b22f7d52"",""author_name"":""Blanche Waelchi"",""book_name"":""gracefully anchored phooey"",""lend_date"":""2023-11-26"",""days_to_return"":14},{""book_id"":""d4e09a49-3525-4d80-a65b-811a2e5a97c9"",""author_name"":""Blanche Waelchi"",""book_name"":""lightly girlfriend malnutrition"",""lend_date"":""2023-10-29"",""days_to_return"":29},{""book_id"":""04501887-b3ca-4103-8c4d-0f5aa0385720"",""author_name"":""Fernando Streich"",""book_name"":""so coolly hm"",""lend_date"":""2023-04-06"",""days_to_return"":24},{""book_id"":""073ba02c-3297-458f-9c49-da54177cc35b"",""author_name"":""Terrell Harvey"",""book_name"":""excitedly elementary miserably"",""lend_date"":""2023-02-01"",""days_to_return"":19}]"
193,Clarence Koelpin,"[{""book_id"":""9c480ab4-4dc7-455e-9284-af60a3906c5f"",""author_name"":""Yvette Koelpin-Stanton DDS"",""book_name"":""psst huzzah meh"",""lend_date"":""2023-07-05"",""days_to_return"":13}]"
194,Marjorie Barrows,"[{""book_id"":""983ab5b5-5d0d-425c-ab09-e31297369cc7"",""author_name"":""Robin Aufderhar"",""book_name"":""gadzooks unfortunate sweat"",""lend_date"":""2023-08-21"",""days_to_return"":29},{""book_id"":""91bbd506-f3a2-468e-8297-f0c3cb765c57"",""author_name"":""Mabel D'Amore DDS"",""book_name"":""arrangement enlightened yowza"",""lend_date"":""2024-01-16"",""days_to_return"":4}]"
195,Mr. Clark O'Conner,"[{""book_id"":""9bbd1de9-c633-4a0b-b474-856c532df644"",""author_name"":""Dr. Kristi Morissette"",""book_name"":""whimper delayed ew"",""lend_date"":""2023-08-23"",""days_to_return"":20},{""book_id"":""2f230fc3-5cad-4d9e-a960-7e1f778a3865"",""author_name"":""Maureen White"",""book_name"":""whenever upliftingly professor"",""lend_date"":""2023-09-05"",""days_to_return"":18},{""book_id"":""5cf94f42-27c5-4009-b98b-b9b04e6ad21c"",""author_name"":""Terence Littel"",""book_name"":""er yippee alarmed"",""lend_date"":""2023-06-12"",""days_to_return"":18},{""book_id"":""c7cb726e-0fe0-45c1-a147-cc28ec53091e"",""author_name"":""Maurice Renner"",""book_name"":""gah different quiver"",""lend_date"":""2023-12-26"",""days_to_return"":5}]"
